garbage,sewage,complaints,population,risk_level,hospital_access,vaccination_rate
41,74,29,5457,low,0,0.0963194705029673
68,41,55,9609,low,1,0.10557942716424129
21,76,51,8642,low,1,0.9704931263857981
63,56,47,9798,low,0,0.35839126213387773
55,29,30,5798,low,1,0.15028369250437723
24,18,1,6718,low,0,0.25298847096909605
90,6,77,3068,low,0,0.5707679218499507
59,81,71,6715,low,0,0.7105789683929319
96,86,5,2308,low,0,0.051831427512501804
36,30,73,5861,low,0,0.34538485119105145
30,32,22,3776,low,0,0.7935826146264328
97,77,2,2596,low,1,0.90285854897806
35,47,45,4898,low,0,0.8507401052703114
78,77,83,6624,low,1,0.8246954399691567
25,52,71,9176,low,1,0.25951961632912646
67,5,92,4862,low,1,0.7209645601001938
75,80,2,8308,low,1,0.5422657390077568
41,22,9,7021,low,1,0.5098386500164108
81,35,64,5135,low,1,0.12765368819924372
3,16,46,8867,low,0,0.29995326641946607
19,67,64,3477,low,0,0.00517355224189564
9,54,71,4093,low,1,0.08016965630980333
33,75,82,8207,low,1,0.2682988628483599
47,0,24,7227,low,1,0.559835186931415
32,20,56,4535,low,0,0.019657749351837506
60,20,62,3913,low,0,0.1011097826433367
64,51,91,9836,low,0,0.3707612596776336
79,9,7,9955,low,0,0.6975905771523401
97,52,38,6878,low,0,0.7693018411811673
12,50,22,8663,low,0,0.8762214773836718
41,16,46,9112,low,1,0.3397345829230076
98,73,55,4804,low,0,0.17021373403963536
30,22,6,9093,low,1,0.07724437848112575
72,0,15,6608,low,0,0.013242804982226408
7,63,83,7395,low,0,0.2730026421845554
49,0,33,7344,low,1,0.7975415768462795
69,66,25,1375,low,1,0.5299570710687074
74,88,40,5062,low,0,0.5178862658242739
53,32,56,6695,low,0,0.8094046510963289
24,21,86,7998,low,1,0.04492099185599552
2,47,16,3366,low,0,0.8397787528691446
85,86,8,9976,low,1,0.4741744197909633
21,25,94,1496,low,0,0.1980864884083422
1,98,73,8699,low,1,0.35571257174297166
15,28,76,6688,low,0,0.32512322006388683
47,60,25,5960,low,1,0.9459370776820369
7,56,73,8730,low,0,0.15528980650325241
45,43,62,8235,low,0,0.30683595113896545
18,96,51,1978,low,0,0.07573035981054677
42,54,13,3243,low,1,0.7350650426161549
81,32,27,2286,low,0,0.7197176896337119
73,69,56,5121,low,1,0.7436010628406767
72,88,49,8273,low,1,0.15086915005249002
30,45,13,4535,low,0,0.6461350879622971
60,51,42,9853,low,0,0.37576932883285086
69,87,80,7539,low,1,0.9066208528385974
67,40,67,8069,low,1,0.36155540092710303
18,2,38,1171,low,1,0.5866712555003442
62,33,15,9667,low,1,0.34580382174327107
92,48,53,2049,low,0,0.17611865307871244
29,86,22,1815,low,0,0.8740728340373429
74,12,10,9945,low,0,0.2034410381467101
25,97,67,9653,low,0,0.7951961972512477
41,23,60,8741,low,1,0.702794299593584
88,59,1,3523,low,0,0.4541453221579529
65,17,4,3639,low,1,0.6000195692457455
40,91,67,5872,low,0,0.12373489310743035
76,71,8,9638,low,0,0.29381760477807795
20,32,67,8229,medium,0,0.02475058689732934
21,89,64,3984,medium,1,0.19209952681736453
58,79,1,1561,medium,0,0.3512285585526368
59,10,92,1740,medium,1,0.6211181822532292
52,32,40,2265,medium,0,0.005278138680668509
45,22,4,6837,medium,0,0.1724733470305947
17,19,7,3036,medium,1,0.29995790293767666
72,56,28,8973,medium,1,0.7408781815862727
1,47,72,3808,medium,0,0.9796344628440469
80,36,48,8635,medium,1,0.9948914784421311
8,13,92,1754,medium,1,0.5675623904098185
48,58,94,8644,medium,0,0.5586109749975349
23,51,27,3419,medium,1,0.40989163045484533
7,58,7,3963,medium,1,0.36026575566512875
88,2,22,7702,medium,0,0.7504421375627541
34,76,71,3911,medium,0,0.6882808095202624
50,56,23,1185,medium,0,0.24483574310945322
17,12,76,8410,medium,1,0.15478622736350112
25,70,89,6526,medium,0,0.6077323050127362
79,82,17,2161,medium,1,0.26997877413242577
0,16,68,5756,medium,1,0.1935271547186752
8,13,92,1754,medium,0,0.12710266438033635
70,73,43,1602,medium,1,0.8208475201830966
72,90,38,6373,medium,1,0.4325831706136435
94,82,62,2609,medium,1,0.2523177682079204
75,22,72,5555,medium,0,0.4240357888172982
70,3,71,5967,medium,0,0.5921258681793868
40,62,99,5694,medium,1,0.14310643818813207
51,16,61,9676,medium,0,0.33153337086694024
20,32,67,8229,medium,1,0.033936371496805395
92,23,6,3274,medium,1,0.7192767904642744
7,58,7,3963,medium,0,0.5485063571820095
66,40,46,6132,medium,1,0.7968156788254261
70,31,88,3428,medium,1,0.7723264881176897
7,43,73,8876,medium,1,0.0819703591943357
43,46,34,4466,medium,0,0.08211347618198639
82,48,95,8475,medium,1,0.9578882848702006
18,81,65,7927,medium,0,0.4111556146107249
64,54,32,5558,medium,1,0.7886071975621534
85,8,60,9744,medium,0,0.9456472529427993
96,48,53,1095,medium,0,0.9230016179667995
45,22,4,6837,medium,0,0.7160227423079636
97,30,99,7553,medium,1,0.5671719814208771
14,35,85,5477,medium,1,0.7658223795760161
77,73,21,5617,medium,1,0.6414945430166487
42,42,47,7862,medium,1,0.12102131907434643
8,85,34,2786,medium,1,0.3791858560328508
9,97,50,1818,medium,0,0.5646285487599922
67,97,65,9218,medium,1,0.7305289181871353
8,79,10,2977,medium,0,0.09032300187623721
0,16,68,5756,medium,1,0.9141910267350518
1,24,46,6790,medium,0,0.20184262752516569
43,46,34,4466,medium,0,0.5885563376778606
30,14,68,1815,medium,0,0.12230249593671494
16,99,54,4176,medium,0,0.002459287351605499
70,73,43,1602,medium,1,0.8297652272313378
27,84,67,1990,medium,0,0.4044567734118474
85,36,83,7189,medium,0,0.8228676389221525
67,45,25,3365,medium,0,0.012413233465771167
34,57,60,4017,medium,0,0.7960664221308641
5,2,8,7711,medium,0,0.9287309318614201
69,92,41,6660,medium,1,0.22544134175724662
84,91,76,6775,medium,1,0.7224753080744586
66,75,95,7680,medium,0,0.8740859519356362
73,67,79,3416,medium,1,0.48391877402517136
94,82,62,2609,medium,1,0.4688799281576749
87,99,49,2137,medium,1,0.7567913380253145
26,74,93,1318,medium,0,0.48535815302278795
19,95,25,8044,medium,1,0.9959720216619363
55,70,2,8910,medium,0,0.4162318065691307
31,72,37,4879,medium,0,0.3254949562279086
58,58,74,5970,medium,1,0.9818997292407597
61,72,15,6067,medium,1,0.7364635910719629
72,52,51,2164,medium,1,0.22488149236095278
18,9,15,4631,medium,1,0.05238356843535941
19,9,81,5759,medium,0,0.43893084064115273
33,96,59,3196,medium,1,0.27191082127194877
96,69,22,5431,medium,1,0.7425952156746926
74,71,96,2914,medium,0,0.7695327687375021
18,9,15,4631,medium,1,0.3078340307912698
29,84,34,6062,medium,1,0.13837664303117103
82,31,29,7341,medium,0,0.497519722300821
23,35,5,2245,medium,0,0.9438191970642318
81,18,7,5889,medium,1,0.2642294406460457
76,62,20,9194,medium,0,0.5477192291843143
95,20,9,3285,medium,0,0.19860238262329988
1,7,74,6435,medium,0,0.2665651542008275
72,69,34,4809,medium,1,0.5635620571455183
74,63,70,9846,medium,0,0.6381797376554125
23,25,95,5858,medium,0,0.5753097855108453
76,66,0,8145,medium,1,0.13379724875225774
60,9,41,1908,medium,1,0.8187359269464627
75,9,31,5406,medium,1,0.8064976513360046
7,43,73,8876,medium,1,0.46540913838752107
35,25,39,1352,medium,1,0.8226453933065586
9,34,16,7635,medium,1,0.10658561438210645
1,8,8,8383,medium,0,0.2381403388325969
96,69,60,2193,medium,1,0.683298274923718
98,31,8,7999,medium,1,0.3207966967636484
75,11,29,6974,medium,1,0.20231837053485657
56,77,43,5681,medium,1,0.741800453713485
8,79,10,2977,medium,1,0.06290447284825451
69,40,69,1504,medium,0,0.5099922442395582
27,78,4,5830,medium,1,0.004854738664193059
60,46,65,5878,medium,0,0.20427201704065534
61,45,63,2142,medium,1,0.40659449103078027
49,68,9,1947,medium,1,0.6056649842883216
88,88,90,9534,medium,1,0.13339664231355097
19,38,71,2701,medium,0,0.9198697188880074
89,26,31,8432,medium,0,0.381465938108288
56,28,70,9303,medium,0,0.7269034050730784
95,66,20,9771,medium,1,0.04865501868255806
19,32,85,2613,medium,0,0.902272510986052
70,31,88,3428,medium,1,0.3266210175367542
17,10,36,3924,medium,0,0.9183839670963386
65,51,49,5650,medium,1,0.4625197330837477
49,18,74,3397,medium,0,0.9304030587338054
40,62,99,5694,medium,1,0.659032634394077
52,69,47,8871,medium,0,0.9139625296110793
47,74,72,2919,medium,0,0.011584513926974793
97,86,15,7386,medium,0,0.9865447169578374
90,50,99,5952,medium,0,0.4364373538876204
73,19,15,1822,medium,1,0.4611743716125063
37,63,82,6040,medium,0,0.21180875548514877
94,81,49,1071,medium,1,0.7100425166163067
23,35,5,2245,medium,1,0.5207080432681422
72,69,34,4809,medium,1,0.5920029667660711
79,23,67,8614,medium,0,0.6882272875611019
85,8,60,9744,medium,0,0.7183811178000838
30,27,69,6430,medium,0,0.33937646787003073
17,19,7,3036,medium,1,0.7037347593701844
70,31,88,3428,medium,0,0.4734969372584943
72,37,50,3654,medium,1,0.14116650809763065
79,35,76,8849,medium,0,0.8699333360569566
60,3,12,8614,medium,1,0.9680578064963201
42,3,29,2949,medium,1,0.7767751782155042
21,70,60,7560,medium,1,0.5875054548761941
37,63,82,6040,medium,0,0.6164271013079433
92,21,40,2515,medium,0,0.9450412692186068
18,9,15,4631,medium,0,0.08571995098056229
59,10,92,1740,medium,0,0.2540544915361993
17,10,36,3924,medium,0,0.8304895177137778
51,85,99,2183,medium,0,0.9693352297589596
84,71,28,6633,medium,0,0.11363336727168816
55,10,30,1874,medium,0,0.6458068492162345
53,15,59,3815,medium,1,0.017661009873729205
38,77,81,3696,medium,0,0.5427891811296485
99,32,64,9378,medium,1,0.24465529199027847
67,97,65,9218,medium,1,0.3676045920627632
63,55,58,3368,medium,1,0.3846981988832342
19,15,16,9402,medium,0,0.48012513504525356
26,74,93,1318,medium,1,0.5616142859160639
26,39,3,9281,medium,1,0.19499279765967426
88,2,22,7702,medium,1,0.7737435764831976
30,64,11,5570,medium,1,0.5195091547076526
38,10,21,4819,medium,1,0.12074245888446111
33,96,59,3196,medium,0,0.9993529843018147
9,18,86,9691,medium,0,0.8076783236040275
19,15,16,9402,medium,0,0.9539742987124149
71,53,59,4065,medium,1,0.6829331401257401
75,58,59,3093,medium,1,0.15466737716398138
13,30,51,7744,medium,0,0.2991374823012183
84,80,10,2669,medium,1,0.284863831390727
83,78,52,2406,medium,0,0.8318816802480187
29,84,34,6062,medium,0,0.5091779257532016
7,43,73,8876,medium,0,0.8547110949795084
37,63,82,6040,medium,1,0.46876036038610924
22,60,97,2934,medium,1,0.5389268036546545
73,67,79,3416,medium,0,0.6759374290837892
76,96,4,8982,medium,0,0.01514131387124873
50,13,94,1607,medium,0,0.2840910070105347
97,30,99,7553,medium,0,0.9238575868836972
44,65,77,2480,medium,1,0.488944566809985
73,67,79,3416,medium,1,0.46916561324001327
88,88,90,9534,medium,1,0.06941405517118904
14,57,71,2478,medium,1,0.06021138049120778
37,28,65,2179,medium,0,0.3819561439153172
38,88,25,9085,medium,1,0.5512086910976345
71,26,99,2900,medium,1,0.7934811980569247
20,78,58,2485,medium,1,0.5682264187272573
49,47,76,1906,medium,0,0.8652415807701811
79,35,76,8849,medium,0,0.4889732301760822
45,38,32,9910,medium,1,0.45412923634427127
20,32,67,8229,medium,1,0.5926300563437926
9,57,12,8862,medium,0,0.9361986926906248
2,23,18,4435,medium,0,0.15987445402389455
29,84,34,6062,medium,1,0.3177403270895699
29,84,34,6062,medium,0,0.6948891838872592
50,1,30,9839,medium,0,0.10257099048267626
96,31,35,9080,medium,1,0.8712156915121871
84,91,76,6775,medium,1,0.7595734076500376
64,54,32,5558,medium,1,0.6502562388403188
53,81,62,6289,medium,0,0.8958297198585674
94,82,62,2609,medium,1,0.6427996769875555
76,96,4,8982,medium,0,0.047457497913139246
22,60,97,2934,medium,1,0.24592813612609332
30,27,69,6430,medium,0,0.7482754830282023
69,92,41,6660,medium,0,0.5958721538074921
37,28,65,2179,medium,0,0.25349531295920524
60,46,65,5878,medium,0,0.6838573027566524
9,57,12,8862,medium,0,0.12692955341073264
12,70,79,1573,medium,1,0.6394229328116386
17,79,93,1372,medium,1,0.3408416172020079
13,30,51,7744,medium,1,0.7269301132874068
19,9,81,5759,medium,1,0.06899214208800442
16,94,0,7991,medium,0,0.47945017475222584
19,38,71,2701,medium,0,0.5666770862714614
26,17,50,8058,medium,1,0.5374088800407779
80,36,48,8635,medium,1,0.5103460097458069
88,9,38,6691,medium,0,0.4367848308544179
13,48,0,8380,medium,0,0.4141444865762297
14,57,71,2478,medium,1,0.44058319437265747
96,48,53,1095,medium,1,0.2520144563728337
49,68,9,1947,medium,0,0.4833517882431333
84,71,28,6633,medium,1,0.7028797594408781
75,97,18,8623,medium,0,0.7070127715474736
78,63,78,8045,medium,0,0.15301165195345878
16,28,86,3939,medium,0,0.05482281723436344
64,83,26,5747,medium,1,0.9013261245489367
9,18,86,9691,medium,0,0.1453304053235509
25,70,89,6526,medium,0,0.2768245743658626
55,96,24,4239,medium,0,0.8592021982001952
2,64,67,6914,medium,1,0.9475502173166602
43,15,12,4897,medium,1,0.5151218813555916
42,3,29,2949,medium,0,0.17410854029551548
42,3,29,2949,medium,1,0.17987626407702173
1,7,74,6435,medium,0,0.1029703762450247
34,51,36,2973,medium,0,0.8498020731854335
71,64,5,2477,medium,1,0.816567967589046
84,62,21,3347,medium,1,0.3252236481593135
15,12,58,9774,medium,1,0.17035226859075492
21,57,38,7679,medium,1,0.8980991071591848
51,85,99,2183,medium,1,0.4290380006001876
76,18,32,4464,medium,0,0.8979409425894909
23,51,27,3419,medium,0,0.004130588050412554
43,84,86,7852,medium,0,0.9129042145168159
54,55,71,8740,medium,0,0.5383070247463457
92,23,6,3274,medium,1,0.04602233787477206
41,75,79,8035,medium,1,0.2975787918889108
90,73,92,5335,medium,0,0.3405912969068855
19,88,31,7805,medium,0,0.39714255653515707
81,37,86,5276,medium,1,0.008380219232151931
96,69,22,5431,medium,1,0.8820057107584917
34,76,71,3911,medium,1,0.35184304645417996
45,22,4,6837,medium,1,0.6291156962435849
74,71,96,2914,medium,1,0.652307218513494
53,33,9,3460,medium,1,0.6768042642295939
97,86,15,7386,medium,1,0.6408758973125376
60,3,12,8614,medium,1,0.1499699866404095
76,47,94,1110,medium,0,0.1558808461494683
8,85,34,2786,medium,1,0.11530775895471934
51,61,17,9867,medium,1,0.2166217769677642
60,9,41,1908,medium,0,0.668482049748964
14,56,61,6347,medium,0,0.4638396154919545
52,32,40,2265,medium,1,0.2202617174306586
12,29,22,5825,medium,1,0.40330468620728555
51,16,61,9676,medium,0,0.7608599506640029
76,96,4,8982,medium,0,0.03756220311382352
25,70,89,6526,medium,1,0.9616676781693038
79,82,17,2161,medium,0,0.8700058176331883
47,18,11,7908,medium,1,0.8634729397142985
32,7,2,2894,medium,0,0.236551578195065
53,81,62,6289,medium,0,0.2581593536334762
19,95,25,8044,medium,0,0.04029354356812109
96,69,60,2193,medium,1,0.08466452142645553
79,54,80,6696,medium,1,0.47943443431737576
32,53,17,5791,medium,1,0.18437953439348487
90,50,99,5952,medium,0,0.9311248656145854
66,75,95,7680,medium,1,0.337127983293519
53,15,59,3815,medium,0,0.12745614194052923
84,62,21,3347,medium,1,0.5404901683463972
79,54,80,6696,medium,0,0.17168174631298105
70,31,53,4869,medium,0,0.2563784634707462
28,53,26,7437,medium,1,0.5586793072717028
1,24,46,6790,medium,0,0.9259001415207326
81,18,88,5727,medium,0,0.5552347736483506
34,88,46,6896,medium,0,0.5702161335079418
9,18,86,9691,medium,0,0.4831765642687913
16,14,79,6828,medium,0,0.3398217990451643
26,17,50,8058,medium,0,0.5530053203382951
45,22,4,6837,medium,1,0.4957207377627567
83,7,60,7170,medium,1,0.43587947524315773
1,7,74,6435,medium,1,0.8926556690453323
48,58,94,8644,medium,1,0.7135119993511088
96,60,50,1258,medium,1,0.4325616377562541
99,32,64,9378,medium,0,0.9480118520011803
78,83,9,3956,medium,0,0.2132576611319178
30,64,11,5570,medium,1,0.499820878857406
1,7,74,6435,medium,0,0.848868303750986
43,15,12,4897,medium,1,0.8552396238923011
79,54,80,6696,medium,1,0.6592959152656763
78,83,9,3956,medium,0,0.6317643158918261
23,35,5,2245,medium,0,0.7492097488956624
78,66,89,8953,medium,0,0.6367594019405576
12,29,22,5825,medium,1,0.8918323791708792
74,27,24,5129,medium,0,0.3543534721671846
48,90,92,2903,medium,0,0.32842794031566624
79,82,17,2161,medium,0,0.4022591440352563
50,56,23,1185,medium,0,0.4460818523327583
55,70,2,8910,medium,0,0.42756106444405206
29,84,34,6062,medium,1,0.5351112313251165
96,60,50,1258,medium,1,0.7604791995830953
53,26,79,7351,medium,0,0.039507960585604684
23,51,27,3419,medium,1,0.6204353472451599
23,51,27,3419,medium,1,0.45336362024751875
74,27,24,5129,medium,0,0.4429159889437183
75,8,66,2414,medium,1,0.5679457547267853
83,7,60,7170,medium,1,0.17715754984727627
48,58,94,8644,medium,1,0.16019133610586178
67,94,32,2555,medium,1,0.8985793732996948
25,70,89,6526,medium,0,0.5845775494695438
32,79,62,5840,medium,1,0.9411010472845132
50,56,23,1185,medium,1,0.46907562737230113
1,7,74,6435,medium,0,0.08684522480461654
70,3,71,5967,medium,1,0.20143012616061418
51,85,99,2183,medium,0,0.3599883140958201
54,26,98,1319,medium,1,0.2624673626183698
0,2,63,9711,medium,1,0.5004262881013621
29,84,34,6062,medium,1,0.3566814913349524
74,42,79,4810,medium,1,0.35185166944291835
31,72,37,4879,medium,1,0.7719799343102399
96,31,35,9080,medium,1,0.3356302219843641
42,3,29,2949,medium,1,0.3092044643948595
24,95,84,4766,medium,0,0.5295143728011658
45,22,4,6837,medium,1,0.8009255428421919
96,31,35,9080,medium,0,0.92359840835886
79,82,17,2161,medium,0,0.18758646468646045
17,12,76,8410,medium,1,0.5672841325130857
56,93,99,3770,medium,0,0.4604540979183913
1,24,46,6790,medium,0,0.47609401062980694
75,58,59,3093,medium,1,0.9836717520771562
4,32,14,4621,high,0,0.4726115424027826
41,32,29,4164,high,0,0.4145751411459144
96,93,88,5997,high,0,0.5501635227887522
72,93,88,9283,high,1,0.5338448928499249
16,80,82,9640,high,0,0.9951678049928764
48,9,8,1023,high,1,0.7082613534146782
27,2,2,1574,high,1,0.3646702924783721
20,64,92,6423,high,1,0.2673674381326129
64,2,78,3356,high,1,0.20481311933708435
89,68,4,4033,high,1,0.8640614664368321
46,27,50,9422,high,1,0.40484148472453396
80,8,43,1756,high,0,0.02347420887695162
34,45,39,7859,high,1,0.09628860713975518
80,51,72,6592,high,1,0.5594195731738215
10,57,54,1120,high,0,0.2897716600185951
37,49,69,5062,high,0,0.8506515336095937
10,59,65,4853,high,1,0.7197669688825887
40,80,19,9759,high,0,0.7178935040202143
89,68,4,4033,high,1,0.6054051358942345
83,0,86,6249,high,0,0.6488007061927866
61,22,40,8248,high,0,0.3849743836493704
10,11,75,1056,high,1,0.34275276228981466
30,59,44,1869,high,0,0.02323909643839528
82,53,0,6497,high,0,0.2327822430392683
72,62,17,8494,high,1,0.9647580380266131
38,62,18,4093,high,0,0.8608770949191957
34,45,39,7859,high,1,0.3669813753298118
78,82,93,6063,high,0,0.0023299258094060527
74,85,60,7200,high,1,0.22015047135217114
22,1,66,6315,high,0,0.5211853266113678
47,68,61,1292,high,0,0.43301822880510155
86,55,44,3456,high,1,0.7183738977899725
46,77,80,4676,high,0,0.9647754115207559
3,13,41,4996,high,1,0.6260008770449461
7,64,49,3260,high,0,0.03847983408305111
16,92,68,8579,high,0,0.630225640157165
16,80,82,9640,high,1,0.07865058620419207
53,98,13,3511,high,1,0.3538851081998118
12,29,75,1703,high,1,0.961458741123213
14,63,67,8694,high,1,0.6587593005105877
56,41,86,4259,high,0,0.5681989245714075
76,82,21,8822,high,1,0.10009154264378861
20,87,14,3283,high,1,0.8979442632101452
40,80,19,9759,high,1,0.041930642463413714
24,58,45,7875,high,0,0.49285091054345853
47,68,61,1292,high,1,0.4040499928245923
36,15,54,3282,high,1,0.3400750701873977
65,72,12,5329,high,1,0.9229335804473713
83,0,86,6249,high,0,0.48999906292870365
38,58,16,2203,high,1,0.599543482991979
70,66,87,1883,high,1,0.7364709351674513
36,98,90,8856,high,1,0.8625614738766247
23,43,49,9498,high,0,0.7370126289261411
52,93,64,8073,high,1,0.15194750781868094
49,14,55,8436,high,0,0.6452645904073623
63,3,17,2058,high,1,0.8462512993937485
68,43,81,6935,high,0,0.03798337349333858
99,85,50,9998,high,0,0.2268478397945508
10,11,75,1056,high,1,0.3722905980665401
79,94,81,4939,high,1,0.7725398928781828
73,20,96,1890,high,1,0.7041501375098369
94,65,97,7461,high,0,0.2089020850076344
54,45,21,7485,high,0,0.771691462893111
1,14,93,6664,high,1,0.23402884690048276
37,76,89,1730,high,1,0.6598358296154998
12,14,4,7454,high,0,0.22891015145044868
10,39,3,5549,high,0,0.30349698508014444
66,22,15,1255,high,0,0.7085596428655707
56,2,12,7127,high,0,0.48140739834119983
69,97,34,4932,high,1,0.9137344220112352
22,91,32,7683,high,0,0.7553606319912304
10,39,3,5549,high,0,0.25715906417507806
40,79,31,1479,high,0,0.902265116701279
36,74,92,2801,high,1,0.27687864702991616
25,75,76,1814,high,0,0.548646466838337
35,46,33,3072,high,0,0.6121204389994938
27,89,81,8128,high,0,0.24835659670991272
88,24,15,4206,high,1,0.6432867662206165
2,62,18,2291,high,1,0.4016240197322021
17,20,87,9895,high,1,0.6186815267569079
28,94,16,7050,high,0,0.7627896731471838
86,84,94,1569,high,0,0.3102926306744861
93,84,96,7639,high,1,0.4801699928570523
66,46,39,1011,high,1,0.5526918574188534
22,1,66,6315,high,1,0.45770216426282173
41,85,51,3502,high,1,0.06179278645313413
68,15,64,1595,high,0,0.4709874965055627
72,13,41,4487,high,0,0.6446830281141983
56,21,75,1784,high,0,0.13649416338711517
61,87,53,5183,high,0,0.08540787575190589
11,11,65,5274,high,0,0.3101352875288359
29,45,68,1625,high,1,0.1380389509629314
20,87,14,3283,high,1,0.04632724069311622
65,95,61,7159,high,0,0.17436824592014233
31,10,21,4216,high,1,0.33969260879951335
43,77,51,8570,high,1,0.6902599143445143
48,60,65,9269,high,1,0.4588802401281945
11,64,28,1039,high,1,0.11480879442457681
71,32,60,6546,high,0,0.3557172406054224
86,87,1,1543,high,0,0.5963745214753279
52,21,2,7194,high,1,0.15911179229314232
16,76,65,1789,high,1,0.003917304598744842
74,85,60,7200,high,0,0.3830635849795829
95,72,76,9471,high,0,0.27995170914338874
15,33,31,9484,high,0,0.6923800530183768
30,78,92,3337,high,1,0.7459359235555459
5,43,54,7109,high,1,0.7122721541871417
84,60,81,3063,high,0,0.6530344508044318
78,81,55,3980,high,0,0.5122423523621822
63,62,42,9357,high,0,0.910401807775837
18,74,72,7976,high,0,0.025934737999921187
81,20,87,5543,high,1,0.6986529305794268
4,75,66,1246,high,0,0.29223008486464963
25,75,76,1814,high,1,0.49793546939998456
17,20,87,9895,high,0,0.14761440940158543
9,32,5,1713,high,1,0.7790156894661201
7,64,49,3260,high,0,0.8222865498677873
28,5,44,4598,high,1,0.46658204976130213
48,9,8,1023,high,1,0.800531175790763
74,85,60,7200,high,1,0.15862072900226032
81,68,11,8039,high,1,0.5148823596270293
59,15,92,9567,high,0,0.4598018688796577
59,49,9,9744,high,0,0.19787350364274847
65,42,40,6606,high,0,0.018617249720255247
5,48,91,8232,high,1,0.9107663761489353
81,20,87,5543,high,1,0.33461891883933426
84,92,66,9650,high,1,0.11015555710511427
10,39,3,5549,high,1,0.39852439776165993
96,93,88,5997,high,1,0.9117574737050542
95,72,76,9471,high,0,0.1711524116931754
39,52,25,6600,high,0,0.6911753083147684
23,2,66,4118,high,0,0.25406468947954153
12,89,16,2626,high,0,0.022494937743697596
19,15,34,7635,high,1,0.42998862748144495
6,24,37,6759,high,1,0.4265376739543707
62,89,65,5341,high,0,0.23013944002322162
76,82,21,8822,high,0,0.9002837557790997
73,13,59,2499,high,1,0.764835393479341
3,14,24,3693,high,0,0.911933465874777
73,20,96,1890,high,1,0.84530916848468
7,55,17,5155,high,0,0.2350597044528906
80,51,72,6592,high,0,0.4269247600975977
76,56,45,9775,high,1,0.7921195672740704
10,58,5,1979,high,1,0.8371435151742505
56,2,12,7127,high,0,0.5788492944549053
68,13,35,2348,high,0,0.18716393541449794
3,14,24,3693,high,0,0.42385127257324073
42,6,74,1076,high,1,0.41458864844401844
89,70,31,1949,high,0,0.05554984940945473
27,78,3,7486,high,1,0.6580700123719457
20,57,86,7101,high,0,0.7140140325368793
99,85,36,5310,high,0,0.2702904436472038
40,79,31,1479,high,1,0.9191361762644131
22,1,66,6315,high,1,0.12113619393789599
81,20,87,5543,high,0,0.028883804373228572
99,85,50,9998,high,0,0.6609945346015815
79,88,42,3649,high,1,0.2678852801552939
69,72,60,3292,high,0,0.010323819185788619
99,85,50,9998,high,0,0.6298024208355903
11,64,28,1039,high,0,0.6543443095839735
92,8,69,7993,high,0,0.6049447085581499
70,73,3,7855,high,0,0.3726775866331261
96,75,18,7900,high,1,0.2648586721311136
38,84,97,3962,high,1,0.2224287237931445
11,9,89,6134,high,0,0.8838164443649945
1,12,24,8963,high,1,0.8580836932708552
59,15,92,9567,high,1,0.227786757418321
70,83,96,9737,high,0,0.017241496700701187
84,30,96,1562,high,0,0.7895587023267254
36,49,40,7163,high,0,0.737822212041662
40,79,31,1479,high,0,0.4501252204870959
40,79,31,1479,high,1,0.8481684645471367
94,68,88,8546,high,1,0.9793179178838324
76,16,86,7413,high,0,0.08093971144847378
63,3,17,2058,high,0,0.7641944433871846
3,13,41,4996,high,0,0.31608194388049826
73,94,50,4653,high,1,0.9567685248094795
10,11,75,1056,high,0,0.8300339666835813
28,5,44,4598,high,0,0.18928007218701304
49,14,55,8436,high,1,0.7614308723419462
70,73,3,7855,high,1,0.1676990648457094
43,77,51,8570,high,1,0.14488091054012942
84,30,96,1562,high,1,0.5478187641680388
30,56,17,6396,high,0,0.4972770758181464
71,34,9,8076,high,0,0.2606305546511818
27,78,3,7486,high,0,0.06855396107869793
66,22,15,1255,high,1,0.9741386326124661
53,43,39,1114,high,0,0.7297273213547504
71,32,60,6546,high,1,0.3847641804478926
47,13,89,2389,high,0,0.1441820038776387
64,2,78,3356,high,1,0.49496068882436783
77,44,27,5656,high,1,0.5808282970516164
76,60,32,9243,high,1,0.36897286141264096
92,8,69,7993,high,1,0.1298043267618374
16,92,68,8579,high,1,0.3203147313962246
23,2,66,4118,high,0,0.6029352263816721
42,19,54,4845,high,0,0.2302870581844576
5,49,76,2618,high,0,0.41239727037989493
89,94,18,3311,high,0,0.8360608930298388
55,61,60,4718,high,0,0.6115596473161539
68,13,35,2348,high,1,0.051641136767690554
58,23,45,8993,high,0,0.4302010043073675
24,82,97,2283,high,0,0.46609802417991475
65,42,40,6606,high,0,0.4744352375999843
65,42,40,6606,high,0,0.9189687620874749
2,62,18,2291,high,1,0.16753536914640565
18,52,88,2471,high,1,0.5160218081916008
34,68,58,4066,high,1,0.7329042523040914
81,37,37,8980,high,0,0.7998023629784438
7,42,3,3845,high,0,0.5221689821568722
21,73,90,6622,high,1,0.9846708925524769
39,52,25,6600,high,1,0.5955579493529284
69,14,34,8631,high,1,0.22072074327428592
80,8,43,1756,high,1,0.8885993143938103
80,95,12,9787,high,0,0.3876021467951267
70,62,94,7487,high,0,0.436847184263894
38,62,18,4093,high,0,0.4434343606876159
8,60,23,2446,high,0,0.3673597960620245
44,60,82,5791,high,0,0.6258326951896461
54,55,68,5327,high,0,0.8469955006483837
66,27,38,7334,high,1,0.7738075143755124
69,97,34,4932,high,0,0.007103616764420062
